name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Love's Travel Stop #828,truck-stops,12921 Duval Rd,Jacksonville,FL,32218,904-330-3011,https://www.loves.com/locations/828,"Love's near the I-95/I-295 north junction at I-295 Exit 33 (Duval Rd) by JIA, with 24-hour diesel, showers and RV/truck parking.",I-95,I-295 Exit 33,yes,yes,yes,,yes,,,yes,
Pilot Travel Center #1047,truck-stops,4075 Jones Branch Rd,Jacksonville,FL,32219,904-786-7844,https://locations.pilotflyingj.com/us/fl/jacksonville/4075-jones-branch-rd,"24-hour Pilot at I-295 Exit 25 (Pritchard Rd/Jones Branch) west of I-95 serving JAXPORT freight, with diesel, showers and food.",I-95,I-295 Exit 25,yes,yes,yes,,yes,,,yes,
CAT Scale at TA Vero Beach,cat-scales,8909 20th St,Vero Beach,FL,32966,,https://catscale.com/cat-scale-locator/,Certified CAT/certified scale co-located at TA Vero Beach #197 at I-95 Exit 147.,I-95,147,,,,,,,yes,,
CAT Scale at Love's Ormond Beach,cat-scales,1657 N US Highway 1,Ormond Beach,FL,32174,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Love's Travel Stop #316 at I-95 Exit 273 in Ormond Beach.,I-95,273,,,,,,,yes,,
CAT Scale at Flying J Saint Augustine,cat-scales,950 FL-206 W,Saint Augustine,FL,32086,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Flying J Travel Center #626 at I-95 Exit 305.,I-95,305,,,,,,,yes,,
CAT Scale at TA Jacksonville South,cat-scales,1650 County Road 210 W,Saint Johns,FL,32259,,https://catscale.com/cat-scale-locator/,Certified CAT/certified scale co-located at TA Jacksonville South #248 at I-95 Exit 329.,I-95,329,,,,,,,yes,,
CAT Scale at Love's Jacksonville (Pecan Park),cat-scales,400 Pecan Park Rd,Jacksonville,FL,32218,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Love's Travel Stop #603 at I-95 Exit 366 (Pecan Park Rd) in Jacksonville.,I-95,366,,,,,,,yes,,
Blue Beacon Truck Wash - Jacksonville,truck-washes,6610 Pritchard Rd,Jacksonville,FL,32219,904-222-3770,https://bluebeacon.com/locations/listing/jacksonville-fl,"24-hour Blue Beacon truck/trailer wash off I-295 Exit 25 (Pritchard Rd) near the I-95/I-295 junction and Pilot, serving Jacksonville freight.",I-95,I-295 Exit 25,,,,,,,,,
Southern Tire & Fleet Service,tire-repair,5937 Commonwealth Ave,Jacksonville,FL,,904-389-7233,https://southerntirejax.com/,"Commercial truck tire dealer and fleet service in Jacksonville with 24/7 OTR mobile road service covering I-95/I-10/I-295; new/used tires, brakes and trailer repair.",I-95,,,,,,,yes,,,
TD Commercial Tire,tire-repair,925 N Ocean St,Jacksonville,FL,32202,,https://www.tdtires.com/commercial-tire-shop-925-n-ocean-st-jacksonville-fl-32202,"Commercial truck tire shop in downtown Jacksonville near I-95, offering OTR/commercial tires and service.",I-95,,,,,,,yes,,,
TA Truck Service - Jacksonville South,tire-repair,1650 County Road 210 W,Saint Johns,FL,32259,904-895-4888,https://www.ta-petro.com/location/fl/ta-jacksonville-south/,"TA Truck Service shop at I-95 Exit 329 offering tires, brakes, electrical, diagnostics, alignments and trailer repair.",I-95,329,,,,,,yes,,,
Nassau County Weigh Station (I-95),weigh-stations,,Yulee,FL,,,https://www.fdot.gov/mcsaw/weighstationlisting.shtm,"FDOT/FHP weigh (Truck Comfort/WIM) station on I-95 near Yulee around mile marker 376, north of Exit 373 (SR-200/A1A) approaching the Georgia line.",I-95,,,,,,yes,,,,
Agricultural Inspection Station No. 16B (I-95),weigh-stations,,Yulee,FL,,,https://www.fdacs.gov/Agriculture-Industry/Agricultural-Inspection-Stations/Agricultural-Inspection-Station-No.-16B-Interstate-95,FDACS agricultural inspection station on northbound I-95 near the Yulee/Fernandina area (Exit 373/380) just south of the Georgia state line.,I-95,,,,,,,,,,
Florida Welcome Center (I-95),parking,,Yulee,FL,,,https://www.fdot.gov/maintenance/restareas.shtm,"FDOT Florida Welcome Center on southbound I-95 near Yulee (about MM 378), roughly 3.5 mi south of the Georgia line, with 24-hour restrooms, parking and night security.",I-95,,,,,,yes,,,yes,yes
St. Johns County Rest Area (I-95 MM 331),parking,,Jacksonville,FL,,,https://www.fdot.gov/maintenance/restareas.shtm,"FDOT I-95 rest area (both directions) near mile marker 331, about 2 mi north of Exit 329 (CR-210), with signed truck parking, restrooms and night security.",I-95,,,,,,yes,,,,yes
St. Johns County Rest Area (I-95 MM 302),parking,,Saint Augustine,FL,,,https://www.fdot.gov/maintenance/restareas.shtm,"FDOT I-95 rest area (both directions) near mile marker 302/303, about 5 mi north of Exit 298 (US-1) at St. Augustine, with truck/RV parking, restrooms and security.",I-95,,,,,,yes,,,,yes
"Brevard County Rest Area (I-95 MM 225, Titusville)",parking,,Titusville,FL,,,https://www.fdot.gov/maintenance/restareas.shtm,"FDOT I-95 rest area near mile marker 225 (NB)/227 (SB) north of Exit 223 (SR-46) by Titusville; rebuilt with expanded truck parking (to about 79 spaces), restrooms and security.",I-95,,,,,,yes,,,,yes
"Brevard County Rest Area (I-95 MM 168, Palm Bay)",parking,,Palm Bay,FL,,,https://www.fdot.gov/maintenance/restareas.shtm,"FDOT I-95 rest area (both directions) near mile marker 168 (NB)/169 (SB), about 3.6 mi south of Exit 173 (Malabar Rd) at Palm Bay, with truck/RV parking, restrooms and security.",I-95,,,,,,yes,,,,yes
ASAP Towing & Storage,roadside-service,,Jacksonville,FL,,904-771-7111,https://asaptowing.net/heavy-towing-jacksonville.php,"24/7 heavy-duty towing and recovery for semis, buses and RVs on I-95/I-10/US-1/US-17 across NE Florida, with multiple yards and 30+ trucks.",I-95,,,,,,,yes,,,
JAX24 Mobile Semi Truck Repair,roadside-service,,Jacksonville,FL,,904-483-1754,https://www.jaxtruckservice.com/,"24/7 mobile diesel truck and trailer repair serving breakdowns on I-95, I-10 and I-295 in the Jacksonville metro; engine, cooling, fuel and electrical service.",I-95,,,,,,,yes,,,
All Truck Service - Jacksonville,roadside-service,,Jacksonville,FL,,904-312-0645,https://www.alltruckservice.com/,"24/7 mobile truck, bus and RV roadside repair serving I-95 and the Jacksonville area.",I-95,,,,,,,yes,,,
United CDL Academy,cdl-schools,1300 W Beaver St,Jacksonville,FL,32209,,https://ucdla.com/cdl-schools-in-jacksonville-fl-ucdla/,"Florida-licensed Class A CDL training school in Jacksonville off Beaver St (US-90) near I-95, serving the corridor; ELDT-aligned.",I-95,,,,,,,,,,
CDL School Inc. - Jacksonville,cdl-schools,5301 New Kings Rd,Jacksonville,FL,32209,,https://cdlschoolinc.com/jacksonville-fl/,"State-licensed CDL training school in Jacksonville with access to US-1, I-95 and I-295; ELDT-compliant Class A program.",I-95,,,,,,,,,,
Roadmaster Drivers School of Jacksonville,cdl-schools,,Jacksonville,FL,,,https://www.roadmaster.com/locations/jacksonville-florida/,"Florida-licensed Class A CDL training school serving the Jacksonville/I-95 freight corridor; CVTA member, ELDT-aligned.",I-95,,,,,,,,,,
SAGE Truck Driving School - Jacksonville,cdl-schools,,Jacksonville,FL,,,https://sageschools.com/locations/jacksonville/,CDL training location in Jacksonville accessible from I-95 North; ELDT-aligned Class A/B programs.,I-95,,,,,,,,,,
