name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Golden Ox Truck Stop,truck-stops,3610 Vine St,Hays,KS,67601,785-625-8921,,"Independent Hays truck stop at I-70 Exit 159 (US-183) with 24-hour diesel, a convenience store, deli and Subway, and truck parking.",I-70,159,,yes,yes,,yes,,,yes,
24/7 Travel Store Hays,truck-stops,3601 Vine St,Hays,KS,67601,785-625-7034,https://24-7stores.com/locations/hays/,"24/7 travel store near I-70 Exit 159 in Hays with fuel, a store, drivers lounge, restrooms, and free Wi-Fi.",I-70,159,,yes,yes,,yes,,,yes,
Love's Travel Stop #455,truck-stops,200 Washington St,Ellis,KS,67637,785-726-2528,https://www.loves.com/locations/ks/ellis/loves-travel-stop-ellis-455,"Love's travel stop at I-70 Exit 145 in Ellis with 24-hour diesel, showers, laundry, Subway and Dairy Queen, and truck parking.",I-70,145,yes,yes,yes,yes,yes,,,yes,
24/7 Travel Store WaKeeney,truck-stops,745 S 1st St,WaKeeney,KS,67672,,https://24-7stores.com/locations/wakeeney/,"24/7 travel plaza at I-70 Exit 127 (US-283) in WaKeeney with fuel, food, showers, laundry, and truck parking.",I-70,127,yes,yes,yes,yes,yes,,,yes,
Love's Travel Stop #175 (Topeka Service Area),truck-stops,,Topeka,KS,66608,785-379-0417,https://www.loves.com/locations/ks/topeka/loves-travel-stop-topeka-175,"Love's-operated Kansas Turnpike Topeka Service Area on I-70 at Mile 188 with roughly 100 truck parking spaces, diesel fuel, showers and food, open 24 hours.",I-70,,yes,yes,yes,,yes,,,yes,
Love's Travel Stop #173 (Lawrence Service Area),truck-stops,209 Kansas Turnpike,Lawrence,KS,66044,785-843-2547,https://www.loves.com/locations/ks/lawrence/loves-travel-stop-lawrence-173,"Love's-operated Kansas Turnpike Lawrence Service Area on I-70 at Mile 209 (Tonganoxie area) with about 100 truck parking spaces, diesel, showers and food, open 24 hours.",I-70,,yes,yes,yes,,yes,,,yes,
Love's Travel Stop #732 (Abilene),truck-stops,2322 Fair Rd,Abilene,KS,67410,785-263-3390,https://www.loves.com/locations/ks/abilene/loves-travel-stop-abilene-732,"Full-service Love's at I-70 Exit 272 with about 74 truck spaces, diesel, showers, laundry, truck tire care and a CAT scale, open 24 hours.",I-70,272,yes,yes,yes,yes,yes,yes,yes,yes,
Sapp Bros. Travel Center - Junction City,truck-stops,1913 Lacy Dr,Junction City,KS,66441,785-238-1600,https://www.sappbros.net/location/sapp-bros-junction-city/,"Independent Sapp Bros. travel center at I-70 Exit 295 (US-77) offering 24-hour diesel, showers, laundry, certified scales, truck repair and a truck wash.",I-70,295,yes,yes,yes,yes,yes,yes,yes,,
Sapp Bros. Truck Wash - Junction City,truck-washes,1913 Lacy Dr,Junction City,KS,66441,785-238-1600,https://www.sappbros.net/location/sapp-bros-junction-city/,Truck wash service at the Sapp Bros. travel center off I-70 Exit 295 in Junction City.,I-70,295,,,yes,,yes,,,,
Shell Travel Center - Junction City,truck-stops,,Junction City,KS,,,,"Independent Shell travel center at I-70 Exit 298 in Junction City with 24-hour diesel, showers, laundry, a trucker's lounge and scales.",I-70,298,yes,yes,yes,yes,yes,,,,
CAT Scale at Love's Travel Stop #769 (Topeka),cat-scales,1811 NW Brickyard Rd,Topeka,KS,66618,785-357-8302,https://www.loves.com/locations/ks/topeka/loves-travel-stop-topeka-769,"Certified CAT scale at the Love's near the I-70/US-75 interchange in north Topeka, with diesel, showers and food.",I-70,,yes,yes,yes,,yes,,yes,,
Wabaunsee County Weigh Station (Eastbound),weigh-stations,,Alma,KS,,785-765-3360,https://kansashighwaypatrol.gov/find-a-troop/commercial-motor-vehicle-enforcement/weigh-stations/,"Kansas Highway Patrol weigh/inspection station on I-70 eastbound about a mile west of McFarland, between Topeka and Junction City.",I-70,,,,,,,,,,
