name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Flying J Travel Center #689,truck-stops,Albuquerque,NM,flying-j-travel-center-689-albuquerque-nm,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Route 66 Travel Center (Rio Puerco),truck-stops,Rio Puerco,NM,route-66-travel-center-rio-puerco-rio-puerco-nm,,67,Good,needs-geocoding,,ready-to-publish,completeness 67 with address,ZIP; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at TA Albuquerque,cat-scales,Albuquerque,NM,cat-scale-at-ta-albuquerque-albuquerque-nm,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
"Commercial Tire, Inc.",tire-repair,Albuquerque,NM,commercial-tire-inc-albuquerque-nm,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Corning Truck Wash (Flying J plaza),truck-washes,Albuquerque,NM,corning-truck-wash-flying-j-plaza-albuquerque-nm,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Amenities; Verified date; Approved reviews
Interstate Fleet Services (mobile truck & tire repair),roadside-service,Albuquerque,NM,interstate-fleet-services-mobile-truck-tire-repair-albuquerque-nm,,48,Needs work,needs-geocoding,,import-unpublished,"completeness 48, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Verified date; Approved reviews
Petro Stopping Center Milan (Petro #313),truck-stops,Milan,NM,petro-stopping-center-milan-petro-313-milan-nm,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #257,truck-stops,Milan,NM,love-s-travel-stop-257-milan-nm,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #215,truck-stops,Gallup,NM,love-s-travel-stop-215-gallup-nm,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Gallup (TravelCenters of America #008),truck-stops,Gallup,NM,ta-gallup-travelcenters-of-america-008-gallup-nm,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot / Flying J Travel Center #305,truck-stops,Jamestown,NM,pilot-flying-j-travel-center-305-jamestown-nm,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Gallup Port of Entry / Weigh Station,weigh-stations,Gallup,NM,gallup-port-of-entry-weigh-station-gallup-nm,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Speedway Towing LLC,roadside-service,Gallup,NM,speedway-towing-llc-gallup-nm,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
