name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Blue Earth Auto/Truck Stop,truck-stops,,Blue Earth,MN,56013,,,"Independent auto/truck stop at I-90 Exit 119 in Blue Earth with 24-hour diesel, showers, a deli, motel, reefer plug-ins and a truck wash.",I-90,119,yes,yes,yes,,yes,yes,,,
Blue Earth Rest Area,parking,,Blue Earth,MN,,,https://www.dot.state.mn.us/restareas/i90.html,MnDOT safety rest area on I-90 near mile marker 119 by Blue Earth (both directions) with restrooms and auto/truck parking.,I-90,,,,,,yes,,,,
Trail's Travel Center (Petro / TA Truck Service),truck-stops,2700 E Main St,Albert Lea,MN,56007,507-373-4200,https://www.trailstravelcenter.com,"Large Petro/TA-branded travel center at the I-90/I-35 junction (I-35 Exit 11) in Albert Lea with about 300 truck spaces, multiple diesel lanes, showers, laundry, a restaurant, CAT Scale, TA Truck Service (tires/alignment), a truck wash and Wi-Fi.",I-90,I-35 Exit 11,yes,yes,yes,yes,yes,yes,yes,yes,
CAT Scale at Trail's Travel Center Albert Lea,cat-scales,2700 E Main St,Albert Lea,MN,56007,507-373-4200,https://catscale.com/cat-scale-locator/,Certified CAT Scale at Trail's Travel Center / Petro at the I-90/I-35 junction (Exit 11) in Albert Lea; open 24/7.,I-90,I-35 Exit 11,,,,,,,yes,,
Love's Travel Stop #337,truck-stops,2751 E Main St,Albert Lea,MN,56007,507-373-3200,https://www.loves.com,"Love's Travel Stop at the I-90/I-35 junction (I-35 Exit 11) in Albert Lea with 24-hour diesel (8 lanes), about 66 truck spaces, showers, a CAT Scale, restaurant and Wi-Fi.",I-90,I-35 Exit 11,yes,yes,yes,,yes,,yes,yes,
CAT Scale at Love's Albert Lea,cat-scales,2751 E Main St,Albert Lea,MN,56007,507-373-3200,https://catscale.com/cat-scale-locator/,Certified CAT Scale at Love's Travel Stop #337 at the I-90/I-35 junction (Exit 11) in Albert Lea.,I-90,I-35 Exit 11,,,,,,,yes,,
Trail's Semi Truck Wash - Albert Lea,truck-washes,2850 E Main St,Albert Lea,MN,56007,507-373-4200,https://www.trailstravelcenter.com/service,"Full tractor and trailer wash (high-pressure undercarriage, brighteners, wax, tire shine) at Trail's Travel Center / Petro on E Main St near the I-90/I-35 junction in Albert Lea.",I-90,I-35 Exit 11,,,,,,,,,
T&W Towing,roadside-service,,Albert Lea,MN,,,https://tandwtowing.com,"24/7 heavy-duty towing, semi-truck recovery and mobile tire service based in Albert Lea, serving the I-90/I-35 corridor (also Owatonna, MN and Northwood, IA).",I-90,,,,,,,yes,,,
Dean's Towing - Albert Lea,roadside-service,,Albert Lea,MN,,,https://www.deanstowing.com/albert-lea-mn/,"24-hour towing and roadside assistance in Albert Lea / Freeborn County serving I-35 and I-90, with heavy-duty recovery, winch-outs, tire changes and fuel delivery.",I-90,,,,,,,yes,,,
Kwik Trip #250 - Austin Travel Center,truck-stops,1509 10th Pl NE,Austin,MN,55912,507-437-6702,https://www.kwiktrip.com/locator,"Truck stop at I-90 Exit 179 (US-218) in Austin with diesel, about 35 truck spaces, showers, laundry, a truck wash, truckers lounge and a CAT Scale (former Austin Travel Center converted to Kwik Trip).",I-90,179,yes,yes,yes,yes,yes,,yes,,
CAT Scale at Kwik Trip Austin,cat-scales,1509 10th Pl NE,Austin,MN,55912,507-437-6702,https://catscale.com/cat-scale-locator/,Certified CAT Scale at the Kwik Trip truck stop at I-90 Exit 179 (US-218) in Austin.,I-90,179,,,,,,,yes,,
Windmill Travel Center,truck-stops,100 State Highway 16,Dexter,MN,55926,507-584-6491,,"Independent travel plaza at I-90 Exit 193 (MN-16) in Dexter with diesel, truck parking, a restaurant/deli, store, showers, laundromat and lounge.",I-90,193,yes,yes,yes,yes,yes,,,,
Kwik Trip #689 - Stewartville,truck-stops,410 N Main St,Stewartville,MN,55976,,https://www.kwiktrip.com/locator,"Kwik Trip with diesel just off I-90 Exit 209A (US-63/MN-30) in Stewartville, about 10 mi south of Rochester; convenience-store fueling rather than a full truck stop.",I-90,209A,,yes,yes,,yes,,,,
Casey's General Store - Stewartville,truck-stops,102 20th St NW,Stewartville,MN,55976,507-533-1943,https://www.caseys.com/general-store/mn-stewartville/102-20th-st-nw/3478,Casey's with diesel near the I-90/US-63 interchange (Exit 209) in Stewartville with convenience-store fueling and food; no dedicated truck parking.,I-90,209,,yes,yes,,yes,,,,
Kwik Trip #614 - La Crescent,truck-stops,216 N 4th St,La Crescent,MN,55947,507-895-8700,https://www.kwiktrip.com/locator,Kwik Trip in La Crescent near I-90 Exit 275 (US-14/US-61) close to the Wisconsin line; an in-town convenience store with fuel rather than a full truck stop.,I-90,275,,yes,yes,,yes,,,,
High Forest Rest Area,parking,,Stewartville,MN,,,https://www.dot.state.mn.us/restareas/i90.html,"MnDOT safety rest area on eastbound I-90 at milepost 202 (near High Forest, about 7 mi west of the Stewartville exit) with restrooms, a picnic area and a truck parking lot.",I-90,,,,,,yes,,,,
Dresbach Welcome Center (Travel Information Center),parking,33020 Hwy 61,La Crescent,MN,55947,888-847-4866,https://www.dot.state.mn.us/restareas/dresbach.html,"MnDOT welcome center/rest area on westbound I-90 at MM 276 near the Wisconsin line (Mississippi River/Dresbach), with restrooms, a 24/7 brochure lobby, staffed travel counselors and truck/RV parking overlooking Lock & Dam #7.",I-90,276,,,,,yes,,,,
Pomp's Tire Service - Rochester,tire-repair,1328 60th Ave NW,Rochester,MN,55901,507-287-6252,https://locations.pompstire.com/mn/rochester/1328-60th-avenue-nw,"Commercial/OTR truck tire dealer in Rochester (nearest I-90 access via US-52 Exit 218) offering 24-hour roadside truck tire service to the I-90 corridor; the store itself is in Rochester, not directly on I-90.",I-90,218,,,,,,yes,,,
SAC Towing & Recovery,roadside-service,"100 10th St NW, Unit B",Stewartville,MN,55976,507-533-7880,https://sac-towingrecovery.com/,"24/7 heavy-duty towing and recovery based in Stewartville (I-90 Exit 209), serving I-90, US-52, US-63 and SE Minnesota including Rochester and Cannon Falls.",I-90,209,,,,,,yes,,,
Rapid Roadside & Repair,roadside-service,411 20th St SE,Rochester,MN,55904,507-517-1354,https://www.rapidroadside507.com/,"24/7 mobile heavy-duty truck and trailer repair and roadside tire service based in Rochester (nearest I-90 access via US-52 Exit 218), serving Rochester, Austin, Stewartville, Byron and Kasson along I-90.",I-90,218,,,,,,yes,,,
